year,population,birth_rate,death_rate,net_growth,births,deaths,events
5165,2.088793884715563e+28,50.0,40.0,10.000000000000002,1.0443969423577815e+27,8.355175538862252e+26,
5166,2.1096818235627184e+28,50.0,40.0,10.000000000000002,1.0548409117813592e+27,8.438727294250875e+26,
5167,2.130778641798346e+28,50.0,40.0,10.000000000000002,1.065389320899173e+27,8.523114567193383e+26,
5168,2.1520864282163294e+28,50.0,40.0,10.000000000000002,1.0760432141081648e+27,8.608345712865318e+26,
5169,2.1736072924984925e+28,50.0,40.0,10.000000000000002,1.0868036462492463e+27,8.69442916999397e+26,
5170,2.195343365423477e+28,50.0,40.0,10.000000000000002,1.0976716827117386e+27,8.78137346169391e+26,
5171,2.217296799077712e+28,50.0,40.0,10.000000000000002,1.108648399538856e+27,8.869187196310849e+26,
5172,2.239469767068489e+28,50.0,40.0,10.000000000000002,1.1197348835342445e+27,8.957879068273956e+26,
5173,2.261864464739174e+28,50.0,40.0,10.000000000000002,1.1309322323695871e+27,9.047457858956698e+26,
5174,2.2844831093865657e+28,50.0,40.0,10.000000000000002,1.1422415546932829e+27,9.137932437546264e+26,
5175,2.307327940480431e+28,50.0,40.0,10.000000000000002,1.1536639702402156e+27,9.229311761921724e+26,
5176,2.3304012198852355e+28,50.0,40.0,10.000000000000002,1.1652006099426178e+27,9.321604879540942e+26,
5177,2.353705232084088e+28,50.0,40.0,10.000000000000002,1.176852616042044e+27,9.414820928336352e+26,
5178,2.3772422844049286e+28,50.0,40.0,10.000000000000002,1.1886211422024643e+27,9.508969137619715e+26,
5179,2.4010147072489777e+28,50.0,40.0,10.000000000000002,1.200507353624489e+27,9.604058828995912e+26,
5180,2.4250248543214677e+28,50.0,40.0,10.000000000000002,1.2125124271607338e+27,9.700099417285872e+26,
5181,2.4492751028646823e+28,50.0,40.0,10.000000000000002,1.2246375514323412e+27,9.79710041145873e+26,
5182,2.4737678538933295e+28,50.0,40.0,10.000000000000002,1.2368839269466648e+27,9.895071415573317e+26,
5183,2.4985055324322626e+28,50.0,40.0,10.000000000000002,1.2492527662161313e+27,9.994022129729051e+26,
5184,2.523490587756585e+28,50.0,40.0,10.000000000000002,1.2617452938782927e+27,1.0093962351026341e+27,
5185,2.5487254936341507e+28,50.0,40.0,10.000000000000002,1.2743627468170755e+27,1.0194901974536603e+27,
5186,2.574212748570492e+28,50.0,40.0,10.000000000000002,1.287106374285246e+27,1.0296850994281969e+27,
5187,2.599954876056197e+28,50.0,40.0,10.000000000000002,1.2999774380280985e+27,1.0399819504224788e+27,
5188,2.625954424816759e+28,50.0,40.0,10.000000000000002,1.3129772124083795e+27,1.0503817699267037e+27,
5189,2.6522139690649264e+28,50.0,40.0,10.000000000000002,1.3261069845324632e+27,1.0608855876259706e+27,
5190,2.6787361087555755e+28,50.0,40.0,10.000000000000002,1.3393680543777878e+27,1.0714944435022303e+27,
5191,2.705523469843131e+28,50.0,40.0,10.000000000000002,1.3527617349215655e+27,1.0822093879372525e+27,
5192,2.7325787045415623e+28,50.0,40.0,10.000000000000002,1.3662893522707813e+27,1.0930314818166249e+27,
5193,2.759904491586978e+28,50.0,40.0,10.000000000000002,1.379952245793489e+27,1.1039617966347912e+27,
5194,2.787503536502848e+28,50.0,40.0,10.000000000000002,1.393751768251424e+27,1.1150014146011391e+27,
5195,2.8153785718678763e+28,50.0,40.0,10.000000000000002,1.4076892859339383e+27,1.1261514287471506e+27,
5196,2.843532357586555e+28,50.0,40.0,10.000000000000002,1.4217661787932776e+27,1.137412943034622e+27,
5197,2.87196768116242e+28,50.0,40.0,10.000000000000002,1.43598384058121e+27,1.1487870724649681e+27,
5198,2.9006873579740446e+28,50.0,40.0,10.000000000000002,1.4503436789870224e+27,1.1602749431896179e+27,
5199,2.9296942315537847e+28,50.0,40.0,10.000000000000002,1.4648471157768923e+27,1.1718776926215138e+27,
5200,2.9589911738693226e+28,50.0,40.0,10.000000000000002,1.4794955869346614e+27,1.1835964695477291e+27,
5201,2.9885810856080157e+28,50.0,40.0,10.000000000000002,1.494290542804008e+27,1.1954324342432064e+27,
5202,3.018466896464096e+28,50.0,40.0,10.000000000000002,1.5092334482320481e+27,1.2073867585856385e+27,
5203,3.048651565428737e+28,50.0,40.0,10.000000000000002,1.5243257827143685e+27,1.2194606261714948e+27,
5204,3.0791380810830246e+28,50.0,40.0,10.000000000000002,1.5395690405415123e+27,1.2316552324332099e+27,
5205,3.109929461893855e+28,50.0,40.0,10.000000000000002,1.5549647309469276e+27,1.243971784757542e+27,
5206,3.141028756512793e+28,50.0,40.0,10.000000000000002,1.5705143782563966e+27,1.2564115026051172e+27,
5207,3.172439044077921e+28,50.0,40.0,10.000000000000002,1.5862195220389606e+27,1.2689756176311685e+27,
5208,3.2041634345187003e+28,50.0,40.0,10.000000000000002,1.6020817172593503e+27,1.2816653738074802e+27,
5209,3.236205068863887e+28,50.0,40.0,10.000000000000002,1.6181025344319437e+27,1.2944820275455547e+27,
5210,3.268567119552526e+28,50.0,40.0,10.000000000000002,1.6342835597762632e+27,1.3074268478210104e+27,
5211,3.3012527907480513e+28,50.0,40.0,10.000000000000002,1.6506263953740257e+27,1.3205011162992206e+27,
5212,3.3342653186555318e+28,50.0,40.0,10.000000000000002,1.667132659327766e+27,1.3337061274622128e+27,
5213,3.367607971842087e+28,50.0,40.0,10.000000000000002,1.6838039859210437e+27,1.347043188736835e+27,
5214,3.4012840515605083e+28,50.0,40.0,10.000000000000002,1.7006420257802544e+27,1.3605136206242035e+27,
5215,3.4352968920761134e+28,50.0,40.0,10.000000000000002,1.7176484460380567e+27,1.3741187568304453e+27,
5216,3.4696498609968746e+28,50.0,40.0,10.000000000000002,1.7348249304984374e+27,1.3878599443987498e+27,
5217,3.5043463596068434e+28,50.0,40.0,10.000000000000002,1.7521731798034218e+27,1.4017385438427375e+27,
5218,3.539389823202912e+28,50.0,40.0,10.000000000000002,1.7696949116014562e+27,1.4157559292811647e+27,
5219,3.574783721434941e+28,50.0,40.0,10.000000000000002,1.7873918607174706e+27,1.4299134885739766e+27,
5220,3.6105315586492907e+28,50.0,40.0,10.000000000000002,1.8052657793246454e+27,1.4442126234597163e+27,
5221,3.6466368742357836e+28,50.0,40.0,10.000000000000002,1.823318437117892e+27,1.4586547496943136e+27,
5222,3.6831032429781414e+28,50.0,40.0,10.000000000000002,1.841551621489071e+27,1.4732412971912565e+27,
5223,3.719934275407923e+28,50.0,40.0,10.000000000000002,1.8599671377039616e+27,1.4879737101631693e+27,
5224,3.7571336181620024e+28,50.0,40.0,10.000000000000002,1.8785668090810014e+27,1.502853447264801e+27,
5225,3.7947049543436227e+28,50.0,40.0,10.000000000000002,1.8973524771718114e+27,1.517881981737449e+27,
5226,3.832652003887059e+28,50.0,40.0,10.000000000000002,1.9163260019435295e+27,1.5330608015548235e+27,
5227,3.8709785239259295e+28,50.0,40.0,10.000000000000002,1.935489261962965e+27,1.5483914095703718e+27,
5228,3.909688309165189e+28,50.0,40.0,10.000000000000002,1.9548441545825947e+27,1.5638753236660755e+27,
5229,3.9487851922568407e+28,50.0,40.0,10.000000000000002,1.9743925961284204e+27,1.5795140769027364e+27,
5230,3.988273044179409e+28,50.0,40.0,10.000000000000002,1.9941365220897044e+27,1.5953092176717635e+27,
5231,4.028155774621203e+28,50.0,40.0,10.000000000000002,2.0140778873106016e+27,1.611262309848481e+27,
5232,4.068437332367416e+28,50.0,40.0,10.000000000000002,2.034218666183708e+27,1.6273749329469664e+27,
5233,4.109121705691089e+28,50.0,40.0,10.000000000000002,2.0545608528455447e+27,1.6436486822764356e+27,
5234,4.150212922748e+28,50.0,40.0,10.000000000000002,2.075106461374e+27,1.6600851690992e+27,
5235,4.19171505197548e+28,50.0,40.0,10.000000000000002,2.0958575259877402e+27,1.676686020790192e+27,
5236,4.233632202495235e+28,50.0,40.0,10.000000000000002,2.1168161012476175e+27,1.6934528809980939e+27,
5237,4.275968524520188e+28,50.0,40.0,10.000000000000002,2.1379842622600938e+27,1.7103874098080751e+27,
5238,4.318728209765389e+28,50.0,40.0,10.000000000000002,2.1593641048826946e+27,1.7274912839061557e+27,
5239,4.361915491863044e+28,50.0,40.0,10.000000000000002,2.1809577459315218e+27,1.7447661967452174e+27,
5240,4.405534646781673e+28,50.0,40.0,10.000000000000002,2.2027673233908368e+27,1.7622138587126693e+27,
5241,4.449589993249491e+28,50.0,40.0,10.000000000000002,2.2247949966247455e+27,1.7798359972997963e+27,
5242,4.494085893181985e+28,50.0,40.0,10.000000000000002,2.247042946590993e+27,1.7976343572727942e+27,
5243,4.539026752113805e+28,50.0,40.0,10.000000000000002,2.2695133760569024e+27,1.815610700845522e+27,
5244,4.584417019634943e+28,50.0,40.0,10.000000000000002,2.2922085098174718e+27,1.8337668078539774e+27,
5245,4.6302611898312925e+28,50.0,40.0,10.000000000000002,2.3151305949156464e+27,1.852104475932517e+27,
5246,4.676563801729605e+28,50.0,40.0,10.000000000000002,2.3382819008648024e+27,1.870625520691842e+27,
5247,4.723329439746901e+28,50.0,40.0,10.000000000000002,2.3616647198734505e+27,1.8893317758987604e+27,
5248,4.77056273414437e+28,50.0,40.0,10.000000000000002,2.3852813670721853e+27,1.9082250936577482e+27,
5249,4.818268361485814e+28,50.0,40.0,10.000000000000002,2.409134180742907e+27,1.9273073445943257e+27,
5250,4.866451045100672e+28,50.0,40.0,10.000000000000002,2.433225522550336e+27,1.9465804180402688e+27,
5251,4.915115555551678e+28,50.0,40.0,10.000000000000002,2.457557777775839e+27,1.9660462222206711e+27,
5252,4.964266711107194e+28,50.0,40.0,10.000000000000002,2.482133355553597e+27,1.9857066844428778e+27,
5253,5.013909378218266e+28,50.0,40.0,10.000000000000002,2.506954689109133e+27,2.0055637512873064e+27,
5254,5.0640484720004485e+28,50.0,40.0,10.000000000000002,2.5320242360002243e+27,2.0256193888001793e+27,
5255,5.114688956720453e+28,50.0,40.0,10.000000000000002,2.5573444783602266e+27,2.045875582688181e+27,
5256,5.165835846287657e+28,50.0,40.0,10.000000000000002,2.5829179231438285e+27,2.0663343385150628e+27,
5257,5.217494204750534e+28,50.0,40.0,10.000000000000002,2.608747102375267e+27,2.0869976819002135e+27,
5258,5.269669146798039e+28,50.0,40.0,10.000000000000002,2.6348345733990197e+27,2.107867658719216e+27,
5259,5.32236583826602e+28,50.0,40.0,10.000000000000002,2.66118291913301e+27,2.128946335306408e+27,
5260,5.37558949664868e+28,50.0,40.0,10.000000000000002,2.68779474832434e+27,2.150235798659472e+27,
5261,5.429345391615167e+28,50.0,40.0,10.000000000000002,2.714672695807584e+27,2.171738156646067e+27,
5262,5.483638845531319e+28,50.0,40.0,10.000000000000002,2.741819422765659e+27,2.1934555382125275e+27,
5263,5.538475233986631e+28,50.0,40.0,10.000000000000002,2.7692376169933156e+27,2.2153900935946524e+27,
5264,5.593859986326498e+28,50.0,40.0,10.000000000000002,2.796929993163249e+27,2.237543994530599e+27,
5265,5.6497985861897625e+28,50.0,40.0,10.000000000000002,2.8248992930948814e+27,2.2599194344759052e+27,
5266,5.706296572051661e+28,50.0,40.0,10.000000000000002,2.8531482860258304e+27,2.2825186288206644e+27,
5267,5.763359537772178e+28,50.0,40.0,10.000000000000002,2.881679768886089e+27,2.3053438151088713e+27,
5268,5.820993133149901e+28,50.0,40.0,10.000000000000002,2.9104965665749503e+27,2.3283972532599602e+27,
5269,5.879203064481399e+28,50.0,40.0,10.000000000000002,2.9396015322406996e+27,2.3516812257925598e+27,
5270,5.937995095126213e+28,50.0,40.0,10.000000000000002,2.9689975475631066e+27,2.3751980380504852e+27,
5271,5.997375046077475e+28,50.0,40.0,10.000000000000002,2.998687523038738e+27,2.3989500184309903e+27,
5272,6.05734879653825e+28,50.0,40.0,10.000000000000002,3.0286743982691253e+27,2.4229395186153002e+27,
5273,6.117922284503633e+28,50.0,40.0,10.000000000000002,3.058961142251817e+27,2.447168913801453e+27,
5274,6.179101507348669e+28,50.0,40.0,10.000000000000002,3.0895507536743345e+27,2.4716406029394675e+27,
5275,6.240892522422156e+28,50.0,40.0,10.000000000000002,3.120446261211078e+27,2.496357008968863e+27,
5276,6.303301447646377e+28,50.0,40.0,10.000000000000002,3.151650723823189e+27,2.521320579058551e+27,
5277,6.366334462122842e+28,50.0,40.0,10.000000000000002,3.183167231061421e+27,2.546533784849137e+27,
5278,6.429997806744071e+28,50.0,40.0,10.000000000000002,3.214998903372036e+27,2.5719991226976283e+27,
5279,6.494297784811512e+28,50.0,40.0,10.000000000000002,3.247148892405756e+27,2.597719113924605e+27,
5280,6.559240762659626e+28,50.0,40.0,10.000000000000002,3.2796203813298136e+27,2.6236963050638505e+27,
5281,6.624833170286222e+28,50.0,40.0,10.000000000000002,3.3124165851431114e+27,2.6499332681144887e+27,
5282,6.691081501989084e+28,50.0,40.0,10.000000000000002,3.345540750994542e+27,2.6764326007956336e+27,
5283,6.7579923170089745e+28,50.0,40.0,10.000000000000002,3.3789961585044875e+27,2.70319692680359e+27,
5284,6.8255722401790645e+28,50.0,40.0,10.000000000000002,3.412786120089532e+27,2.730228896071626e+27,
5285,6.893827962580855e+28,50.0,40.0,10.000000000000002,3.4469139812904274e+27,2.757531185032342e+27,
5286,6.9627662422066635e+28,50.0,40.0,10.000000000000002,3.481383121103332e+27,2.785106496882665e+27,
5287,7.0323939046287305e+28,50.0,40.0,10.000000000000002,3.5161969523143655e+27,2.8129575618514925e+27,
5288,7.102717843675018e+28,50.0,40.0,10.000000000000002,3.5513589218375093e+27,2.841087137470007e+27,
5289,7.173745022111768e+28,50.0,40.0,10.000000000000002,3.5868725110558846e+27,2.8694980088447073e+27,
5290,7.245482472332886e+28,50.0,40.0,10.000000000000002,3.622741236166443e+27,2.8981929889331547e+27,
5291,7.3179372970562145e+28,50.0,40.0,10.000000000000002,3.6589686485281076e+27,2.9271749188224856e+27,
5292,7.391116670026777e+28,50.0,40.0,10.000000000000002,3.6955583350133885e+27,2.9564466680107105e+27,
5293,7.465027836727045e+28,50.0,40.0,10.000000000000002,3.732513918363523e+27,2.986011134690818e+27,
5294,7.539678115094315e+28,50.0,40.0,10.000000000000002,3.7698390575471576e+27,3.015871246037726e+27,
5295,7.615074896245258e+28,50.0,40.0,10.000000000000002,3.8075374481226293e+27,3.0460299584981034e+27,
5296,7.69122564520771e+28,50.0,40.0,10.000000000000002,3.845612822603855e+27,3.076490258083084e+27,
5297,7.768137901659788e+28,50.0,40.0,10.000000000000002,3.8840689508298943e+27,3.1072551606639155e+27,
5298,7.845819280676387e+28,50.0,40.0,10.000000000000002,3.9229096403381935e+27,3.138327712270555e+27,
5299,7.92427747348315e+28,50.0,40.0,10.000000000000002,3.9621387367415757e+27,3.16971098939326e+27,
5300,8.003520248217982e+28,50.0,40.0,10.000000000000002,4.0017601241089915e+27,3.201408099287193e+27,
5301,8.083555450700162e+28,50.0,40.0,10.000000000000002,4.041777725350081e+27,3.233422180280065e+27,
5302,8.164391005207162e+28,50.0,40.0,10.000000000000002,4.082195502603581e+27,3.265756402082865e+27,
5303,8.246034915259233e+28,50.0,40.0,10.000000000000002,4.1230174576296167e+27,3.2984139661036933e+27,
5304,8.328495264411826e+28,50.0,40.0,10.000000000000002,4.164247632205913e+27,3.3313981057647304e+27,
5305,8.411780217055944e+28,50.0,40.0,10.000000000000002,4.2058901085279724e+27,3.364712086822378e+27,
5306,8.495898019226504e+28,50.0,40.0,10.000000000000002,4.247949009613252e+27,3.3983592076906017e+27,
5307,8.580856999418769e+28,50.0,40.0,10.000000000000002,4.2904284997093844e+27,3.432342799767508e+27,
5308,8.666665569412957e+28,50.0,40.0,10.000000000000002,4.3333327847064787e+27,3.466666227765183e+27,
5309,8.753332225107086e+28,50.0,40.0,10.000000000000002,4.376666112553543e+27,3.5013328900428343e+27,
5310,8.840865547358156e+28,50.0,40.0,10.000000000000002,4.4204327736790785e+27,3.5363462189432626e+27,
5311,8.929274202831737e+28,50.0,40.0,10.000000000000002,4.4646371014158684e+27,3.571709681132695e+27,
5312,9.018566944860054e+28,50.0,40.0,10.000000000000002,4.5092834724300274e+27,3.607426777944022e+27,
5313,9.108752614308655e+28,50.0,40.0,10.000000000000002,4.5543763071543277e+27,3.643501045723462e+27,
5314,9.19984014045174e+28,50.0,40.0,10.000000000000002,4.59992007022587e+27,3.679936056180696e+27,
5315,9.291838541856259e+28,50.0,40.0,10.000000000000002,4.6459192709281297e+27,3.7167354167425036e+27,
5316,9.38475692727482e+28,50.0,40.0,10.000000000000002,4.6923784636374107e+27,3.753902770909928e+27,
5317,9.478604496547568e+28,50.0,40.0,10.000000000000002,4.7393022482737846e+27,3.7914417986190274e+27,
5318,9.573390541513044e+28,50.0,40.0,10.000000000000002,4.786695270756522e+27,3.8293562166052174e+27,
5319,9.669124446928175e+28,50.0,40.0,10.000000000000002,4.834562223464088e+27,3.86764977877127e+27,
5320,9.765815691397456e+28,50.0,40.0,10.000000000000002,4.882907845698728e+27,3.9063262765589825e+27,
5321,9.863473848311429e+28,50.0,40.0,10.000000000000002,4.9317369241557145e+27,3.9453895393245716e+27,
5322,9.962108586794543e+28,50.0,40.0,10.000000000000002,4.981054293397271e+27,3.984843434717817e+27,
5323,1.0061729672662488e+29,50.0,40.0,10.000000000000002,5.030864836331244e+27,4.024691869064995e+27,
5324,1.0162346969389112e+29,50.0,40.0,10.000000000000002,5.081173484694556e+27,4.0649387877556447e+27,
5325,1.0263970439083003e+29,50.0,40.0,10.000000000000002,5.131985219541502e+27,4.1055881756332014e+27,
5326,1.0366610143473832e+29,50.0,40.0,10.000000000000002,5.183305071736916e+27,4.146644057389533e+27,
5327,1.047027624490857e+29,50.0,40.0,10.000000000000002,5.235138122454285e+27,4.188110497963428e+27,
5328,1.0574979007357656e+29,50.0,40.0,10.000000000000002,5.287489503678828e+27,4.2299916029430627e+27,
5329,1.0680728797431234e+29,50.0,40.0,10.000000000000002,5.340364398715617e+27,4.2722915189724934e+27,
5330,1.0787536085405546e+29,50.0,40.0,10.000000000000002,5.393768042702774e+27,4.315014434162219e+27,
5331,1.0895411446259602e+29,50.0,40.0,10.000000000000002,5.447705723129801e+27,4.358164578503841e+27,
5332,1.1004365560722197e+29,50.0,40.0,10.000000000000002,5.502182780361099e+27,4.401746224288879e+27,
5333,1.1114409216329419e+29,50.0,40.0,10.000000000000002,5.55720460816471e+27,4.4457636865317676e+27,
5334,1.1225553308492713e+29,50.0,40.0,10.000000000000002,5.612776654246357e+27,4.4902213233970856e+27,
5335,1.133780884157764e+29,50.0,40.0,10.000000000000002,5.668904420788821e+27,4.535123536631056e+27,
5336,1.1451186929993416e+29,50.0,40.0,10.000000000000002,5.725593464996708e+27,4.5804747719973667e+27,
5337,1.1565698799293351e+29,50.0,40.0,10.000000000000002,5.782849399646676e+27,4.626279519717341e+27,
5338,1.1681355787286284e+29,50.0,40.0,10.000000000000002,5.840677893643142e+27,4.672542314914514e+27,
5339,1.1798169345159147e+29,50.0,40.0,10.000000000000002,5.899084672579573e+27,4.719267738063659e+27,
5340,1.1916151038610737e+29,50.0,40.0,10.000000000000002,5.958075519305369e+27,4.766460415444295e+27,
5341,1.2035312548996844e+29,50.0,40.0,10.000000000000002,6.017656274498422e+27,4.814125019598738e+27,
5342,1.2155665674486811e+29,50.0,40.0,10.000000000000002,6.077832837243406e+27,4.862266269794725e+27,
5343,1.227722233123168e+29,50.0,40.0,10.000000000000002,6.13861116561584e+27,4.910888932492672e+27,
5344,1.2399994554543997e+29,50.0,40.0,10.000000000000002,6.199997277271999e+27,4.959997821817599e+27,
5345,1.2523994500089436e+29,50.0,40.0,10.000000000000002,6.261997250044719e+27,5.009597800035774e+27,
5346,1.264923444509033e+29,50.0,40.0,10.000000000000002,6.324617222545165e+27,5.059693778036133e+27,
5347,1.2775726789541234e+29,50.0,40.0,10.000000000000002,6.387863394770618e+27,5.110290715816494e+27,
5348,1.2903484057436646e+29,50.0,40.0,10.000000000000002,6.451742028718324e+27,5.161393622974659e+27,
5349,1.3032518898011013e+29,50.0,40.0,10.000000000000002,6.516259449005507e+27,5.213007559204405e+27,
5350,1.3162844086991124e+29,50.0,40.0,10.000000000000002,6.581422043495562e+27,5.26513763479645e+27,
5351,1.3294472527861034e+29,50.0,40.0,10.000000000000002,6.647236263930518e+27,5.317789011144413e+27,
5352,1.3427417253139644e+29,50.0,40.0,10.000000000000002,6.713708626569822e+27,5.370966901255858e+27,
5353,1.356169142567104e+29,50.0,40.0,10.000000000000002,6.78084571283552e+27,5.424676570268416e+27,
5354,1.369730833992775e+29,50.0,40.0,10.000000000000002,6.848654169963875e+27,5.4789233359711e+27,
5355,1.3834281423327027e+29,50.0,40.0,10.000000000000002,6.917140711663514e+27,5.533712569330812e+27,
5356,1.3972624237560299e+29,50.0,40.0,10.000000000000002,6.98631211878015e+27,5.589049695024119e+27,
5357,1.4112350479935902e+29,50.0,40.0,10.000000000000002,7.056175239967951e+27,5.644940191974361e+27,
5358,1.4253473984735261e+29,50.0,40.0,10.000000000000002,7.126736992367631e+27,5.701389593894104e+27,
5359,1.4396008724582612e+29,50.0,40.0,10.000000000000002,7.198004362291306e+27,5.758403489833046e+27,
5360,1.453996881182844e+29,50.0,40.0,10.000000000000002,7.26998440591422e+27,5.815987524731376e+27,
5361,1.4685368499946722e+29,50.0,40.0,10.000000000000002,7.342684249973362e+27,5.874147399978688e+27,
5362,1.483222218494619e+29,50.0,40.0,10.000000000000002,7.416111092473095e+27,5.932888873978476e+27,
5363,1.4980544406795652e+29,50.0,40.0,10.000000000000002,7.490272203397826e+27,5.992217762718261e+27,
5364,1.5130349850863609e+29,50.0,40.0,10.000000000000002,7.565174925431805e+27,6.052139940345444e+27,
5365,1.5281653349372244e+29,50.0,40.0,10.000000000000002,7.640826674686123e+27,6.112661339748898e+27,
5366,1.5434469882865967e+29,50.0,40.0,10.000000000000002,7.717234941432984e+27,6.173787953146387e+27,
5367,1.5588814581694626e+29,50.0,40.0,10.000000000000002,7.794407290847314e+27,6.235525832677851e+27,
5368,1.574470272751157e+29,50.0,40.0,10.000000000000002,7.872351363755785e+27,6.297881091004628e+27,
5369,1.590214975478669e+29,50.0,40.0,10.000000000000002,7.951074877393345e+27,6.360859901914675e+27,
5370,1.6061171252334556e+29,50.0,40.0,10.000000000000002,8.030585626167278e+27,6.424468500933822e+27,
5371,1.62217829648579e+29,50.0,40.0,10.000000000000002,8.110891482428951e+27,6.488713185943161e+27,
5372,1.6384000794506477e+29,50.0,40.0,10.000000000000002,8.192000397253239e+27,6.553600317802591e+27,
5373,1.654784080245154e+29,50.0,40.0,10.000000000000002,8.273920401225772e+27,6.619136320980616e+27,
5374,1.671331921047606e+29,50.0,40.0,10.000000000000002,8.356659605238031e+27,6.685327684190424e+27,
5375,1.688045240258082e+29,50.0,40.0,10.000000000000002,8.440226201290411e+27,6.752180961032329e+27,
5376,1.704925692660663e+29,50.0,40.0,10.000000000000002,8.524628463303315e+27,6.819702770642652e+27,
5377,1.7219749495872694e+29,50.0,40.0,10.000000000000002,8.609874747936347e+27,6.887899798349078e+27,
5378,1.739194699083142e+29,50.0,40.0,10.000000000000002,8.69597349541571e+27,6.956778796332568e+27,
5379,1.7565866460739735e+29,50.0,40.0,10.000000000000002,8.782933230369868e+27,7.026346584295894e+27,
5380,1.774152512534713e+29,50.0,40.0,10.000000000000002,8.870762562673566e+27,7.096610050138853e+27,
5381,1.7918940376600603e+29,50.0,40.0,10.000000000000002,8.959470188300302e+27,7.167576150640241e+27,
5382,1.8098129780366607e+29,50.0,40.0,10.000000000000002,9.049064890183304e+27,7.239251912146642e+27,
5383,1.8279111078170276e+29,50.0,40.0,10.000000000000002,9.139555539085138e+27,7.311644431268111e+27,
5384,1.8461902188951977e+29,50.0,40.0,10.000000000000002,9.230951094475989e+27,7.384760875580791e+27,
5385,1.8646521210841496e+29,50.0,40.0,10.000000000000002,9.323260605420748e+27,7.458608484336599e+27,
5386,1.883298642294991e+29,50.0,40.0,10.000000000000002,9.416493211474956e+27,7.533194569179964e+27,
5387,1.902131628717941e+29,50.0,40.0,10.000000000000002,9.510658143589706e+27,7.608526514871764e+27,
5388,1.9211529450051203e+29,50.0,40.0,10.000000000000002,9.605764725025602e+27,7.684611780020481e+27,
5389,1.9403644744551714e+29,50.0,40.0,10.000000000000002,9.701822372275857e+27,7.761457897820686e+27,
5390,1.959768119199723e+29,50.0,40.0,10.000000000000002,9.798840595998615e+27,7.839072476798892e+27,
5391,1.97936580039172e+29,50.0,40.0,10.000000000000002,9.8968290019586e+27,7.91746320156688e+27,
5392,1.9991594583956372e+29,50.0,40.0,10.000000000000002,9.995797291978186e+27,7.996637833582549e+27,
5393,2.0191510529795934e+29,50.0,40.0,10.000000000000002,1.0095755264897966e+28,8.076604211918373e+27,
5394,2.0393425635093892e+29,50.0,40.0,10.000000000000002,1.0196712817546945e+28,8.157370254037557e+27,
5395,2.059735989144483e+29,50.0,40.0,10.000000000000002,1.0298679945722417e+28,8.238943956577932e+27,
5396,2.0803333490359278e+29,50.0,40.0,10.000000000000002,1.040166674517964e+28,8.321333396143711e+27,
5397,2.101136682526287e+29,50.0,40.0,10.000000000000002,1.0505683412631435e+28,8.404546730105148e+27,
5398,2.1221480493515497e+29,50.0,40.0,10.000000000000002,1.061074024675775e+28,8.4885921974062e+27,
5399,2.143369529845065e+29,50.0,40.0,10.000000000000002,1.0716847649225325e+28,8.573478119380261e+27,
5400,2.1648032251435157e+29,50.0,40.0,10.000000000000002,1.082401612571758e+28,8.659212900574063e+27,
5401,2.1864512573949507e+29,50.0,40.0,10.000000000000002,1.0932256286974754e+28,8.745805029579803e+27,
5402,2.2083157699689003e+29,50.0,40.0,10.000000000000002,1.1041578849844503e+28,8.833263079875602e+27,
5403,2.2303989276685893e+29,50.0,40.0,10.000000000000002,1.1151994638342948e+28,8.921595710674357e+27,
5404,2.2527029169452754e+29,50.0,40.0,10.000000000000002,1.1263514584726377e+28,9.010811667781101e+27,
5405,2.275229946114728e+29,50.0,40.0,10.000000000000002,1.1376149730573641e+28,9.100919784458913e+27,
5406,2.2979822455758756e+29,50.0,40.0,10.000000000000002,1.1489911227879377e+28,9.191928982303503e+27,
5407,2.3209620680316344e+29,50.0,40.0,10.000000000000002,1.1604810340158171e+28,9.283848272126537e+27,
5408,2.3441716887119505e+29,50.0,40.0,10.000000000000002,1.1720858443559754e+28,9.376686754847802e+27,
5409,2.36761340559907e+29,50.0,40.0,10.000000000000002,1.183806702799535e+28,9.47045362239628e+27,
5410,2.391289539655061e+29,50.0,40.0,10.000000000000002,1.1956447698275304e+28,9.565158158620244e+27,
5411,2.4152024350516115e+29,50.0,40.0,10.000000000000002,1.2076012175258058e+28,9.660809740206446e+27,
5412,2.439354459402128e+29,50.0,40.0,10.000000000000002,1.2196772297010641e+28,9.757417837608512e+27,
5413,2.4637480039961494e+29,50.0,40.0,10.000000000000002,1.2318740019980748e+28,9.854992015984598e+27,
5414,2.4883854840361108e+29,50.0,40.0,10.000000000000002,1.2441927420180555e+28,9.953541936144444e+27,
5415,2.513269338876472e+29,50.0,40.0,10.000000000000002,1.256634669438236e+28,1.0053077355505888e+28,
5416,2.5384020322652365e+29,50.0,40.0,10.000000000000002,1.2692010161326183e+28,1.0153608129060947e+28,
5417,2.563786052587889e+29,50.0,40.0,10.000000000000002,1.2818930262939446e+28,1.0255144210351556e+28,
5418,2.5894239131137677e+29,50.0,40.0,10.000000000000002,1.294711956556884e+28,1.035769565245507e+28,
5419,2.6153181522449053e+29,50.0,40.0,10.000000000000002,1.3076590761224527e+28,1.0461272608979622e+28,
5420,2.6414713337673545e+29,50.0,40.0,10.000000000000002,1.3207356668836773e+28,1.0565885335069418e+28,
5421,2.667886047105028e+29,50.0,40.0,10.000000000000002,1.333943023552514e+28,1.067154418842011e+28,
